noe_barkhord_id,noe_barkhord,naqayes_moaser_rah_id,vaze_roshanaei_id,vaze_roshanaei,sharayet_sathe_rah_id,sharayet_sathe_rah,noe_shane_id,noe_shane,mavane_did_id,vaze_hava_id,vaze_hava,khatkeshi_id,khatkeshi,noe_tasadof,noe_tasadof_id
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,5,غروب ,1,خشک و معمولی ,,شانه ندارد ,6,1,ابری,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,4,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,12,5,غروب ,1,خشک و معمولی ,,شانه ندارد ,3,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,13,2,روز,2,مرطوب و خیس ,,شانه ندارد ,6,2,بارانی,,منقطع,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,ممتد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,2,2,روز,1,خشک و معمولی ,,شانه خاکی ,5,1,ابری,,ندارد,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ممتد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ممتد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,1,ابری,,ممتد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,دوبل,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,5,غروب ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,4,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,1,ابری,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,2,مرطوب و خیس ,,شانه خاکی ,6,2,بارانی,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,2,روز,2,مرطوب و خیس ,,شانه ندارد ,6,3,برفی ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,2,مرطوب و خیس ,,شانه ندارد ,6,2,بارانی,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,5,غروب ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ممتد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,ممتد,خسارتی,0
1,وسیله نقلیه با عابر,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,3,درج نشده,,منقطع,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,جرحی,1
3,وسیله نقلیه با موتورسیکلت,10,4,شب بدون روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,1,ابری,,ندارد,جرحی,1
1,وسیله نقلیه با عابر,9,5,غروب ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,موتورسیکلت - واژگونی,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,موتورسیکلت با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
5,وسیله نقلیه با یک وسیله نقلیه,9,5,غروب ,2,مرطوب و خیس ,,شانه ندارد ,6,2,بارانی و ابری,,ندارد,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,منقطع,جرحی,1
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,5,غروب ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,جرحی,1
3,موتورسیکلت - واژگونی,4,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
4,وسیله نقلیه با چند وسیله نقلیه,9,3,شب با روشنایی کافی ,2,مرطوب و خیس ,,شانه ندارد ,6,2,بارانی,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,جرحی,1
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,فوتی,2
4,وسیله نقلیه با چند وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,2,مرطوب و خیس ,,شانه ندارد ,6,2,بارانی,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,10,4,شب بدون روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
3,موتورسیکلت - واژگونی,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,فوتی,2
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,جرحی,1
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
4,وسیله نقلیه با چند وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ممتد,جرحی,1
1,موتورسیکلت با عابر,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,5,غروب ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,موتورسیکلت با چند وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ممتد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه آسفالته ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه آسفالته ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,12,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,ندارد,خسارتی,0
3,موتورسیکلت با چند وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,2,درج نشده,,منقطع,خسارتی,0
5,وسیله نقلیه - واژگونی,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,فوتی,2
3,موتورسیکلت با چند وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با شیء ثابت,4,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,4,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه خاکی ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,دوبل,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,دوبل,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,4,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,4,4,صاف ,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
5,وسیله نقلیه - واژگونی,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
3,موتورسیکلت با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
5,وسیله نقلیه با شیء ثابت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
4,وسیله نقلیه با چند وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,وسیله نقلیه با موتورسیکلت,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
4,وسیله نقلیه با چند وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,فوتی,2
3,موتورسیکلت با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,فوتی,2
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
5,وسیله نقلیه با یک وسیله نقلیه,4,4,شب بدون روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,4,4,صاف ,,منقطع,فوتی,2
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,فوتی,2
3,وسیله نقلیه با موتورسیکلت,4,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,فوتی,2
1,وسیله نقلیه با عابر,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,موتورسیکلت با شیء ثابت,12,4,شب بدون روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,1,ابری,,منقطع,جرحی,1
3,موتورسیکلت - واژگونی,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
3,موتورسیکلت با وسیله نقلیه پارک شده,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,جرحی,1
4,وسیله نقلیه با چند وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
4,وسیله نقلیه با چند وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,1,ابری,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,3,شب با روشنایی کافی ,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,ندارد,خسارتی,0
5,وسیله نقلیه با شیء ثابت,9,2,روز,1,خشک و معمولی ,,شانه ندارد ,6,4,صاف ,,منقطع,خسارتی,0
5,وسیله نقلیه با یک وسیله نقلیه,4,2,روز,2,مرطوب و خیس ,,شانه ندارد ,4,2,بارانی,,منقطع,خسارتی,0
